Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,prediction,target
11,3,72,31,4,0,3,35.0,6.0,4916.1,1187.4,1332.5,682.6,1,1
13,5,46,32,4,0,1,51.7,136.1,253.9,1083.4,1660.2,1287.6,1,0
10,5,61,32,2,1,1,55.5,170.8,440.9,0.0,634.4,1771.8,1,1
4,4,56,48,2,0,3,52.9,110.1,0.0,0.0,1417.5,1398.4,0,0
0,2,66,46,2,0,0,52.9,145.3,0.0,0.0,735.6,1530.6,1,1
0,4,42,25,1,0,1,72.2,208.0,0.0,214.9,1293.9,422.4,1,1
17,0,38,43,2,0,0,62.6,11.0,14943.1,0.0,1268.5,1365.9,1,1
19,4,44,40,2,1,0,60.2,22.9,10090.9,522.7,719.9,260.8,1,1
0,2,42,53,2,0,2,58.8,73.5,17321.6,0.0,300.6,1658.8,1,1
0,3,35,24,0,0,2,60.7,6.0,5823.6,195.4,450.0,1607.7,0,0
9,1,38,22,2,0,0,47.7,196.1,5708.0,3331.2,1293.3,1046.4,1,0
0,4,58,33,0,0,2,50.2,241.5,0.0,1596.6,1408.3,2337.1,0,1
14,2,57,18,4,1,3,83.6,213.7,9984.2,0.0,829.4,637.9,1,1
0,1,53,35,4,0,2,35.0,39.9,1771.9,38.1,1073.2,3034.0,0,0
7,2,48,18,0,0,0,47.3,200.5,9874.5,549.5,704.5,1256.9,1,0
4,2,43,25,0,0,0,55.9,204.6,14490.1,883.8,343.4,1928.6,1,1
15,3,69,44,4,0,2,48.1,52.7,10313.7,493.1,715.6,2287.8,1,0
6,1,56,33,2,1,1,42.2,178.6,2692.0,0.0,854.4,1868.1,1,1
0,4,58,40,1,0,1,35.0,115.6,3855.1,277.2,1167.4,1617.2,1,1
9,4,42,41,3,0,2,75.1,159.8,4617.9,1344.6,1076.7,1696.1,1,0
8,4,37,25,2,1,3,48.3,144.8,0.0,0.0,755.3,907.3,0,0
0,5,52,55,3,1,3,75.7,246.4,14.2,0.0,1142.9,584.4,0,1
10,3,50,28,0,0,0,81.9,204.9,0.0,0.0,999.5,1253.1,1,1
15,0,55,29,0,1,1,71.1,6.0,0.0,1692.7,1449.4,1522.6,0,1
0,1,44,30,1,1,0,48.9,98.5,1776.8,0.0,791.0,354.3,0,0
3,0,19,52,1,0,3,53.4,124.5,0.0,0.0,1071.6,1354.4,1,1
2,5,57,38,1,0,1,35.0,194.0,7415.5,235.6,1401.4,317.3,1,0
17,3,54,30,2,1,3,97.8,50.1,5222.4,109.3,296.1,302.5,1,0
12,0,39,53,1,0,2,35.0,12.4,1062.3,0.0,1194.9,626.6,0,1
12,1,42,39,1,1,2,50.2,103.0,0.0,302.0,1031.5,2769.3,1,1
2,4,64,18,2,0,3,71.5,13.4,9168.2,574.4,946.5,945.7,1,0
0,5,59,38,4,0,1,65.8,35.1,22488.3,0.0,1362.4,1547.8,0,0
16,2,35,27,4,0,0,35.9,165.3,0.0,0.0,1289.6,2094.9,1,1
0,1,55,33,4,1,1,83.3,111.8,0.0,0.0,100.0,1434.4,0,1
0,0,57,29,4,0,3,52.5,353.5,5638.8,0.0,1153.7,1810.0,1,1
4,2,35,18,1,0,3,52.4,159.7,10864.0,0.0,2083.7,450.5,1,1
4,0,50,41,1,1,2,35.0,166.2,3494.8,60.0,361.1,1751.9,1,0
16,4,45,28,1,0,1,56.0,183.1,0.0,1295.0,635.0,323.5,1,1
10,2,51,47,3,0,0,48.0,42.9,5324.1,1157.1,1475.2,1662.0,1,0
2,2,59,19,3,1,1,35.0,210.3,7238.6,1391.5,858.5,229.3,1,0
0,3,52,27,4,0,0,62.3,194.3,0.0,0.0,1403.1,2075.0,1,1
7,3,56,36,1,0,0,50.0,138.0,0.0,0.0,906.2,2097.5,1,1
4,3,44,31,4,0,3,36.7,103.8,16903.5,1097.5,334.4,586.9,1,1
0,4,35,38,3,0,2,62.7,179.0,0.0,0.0,833.7,1545.3,0,1
0,4,23,47,2,1,3,54.9,80.5,5695.8,0.0,1739.8,1197.1,0,1
2,5,46,35,3,1,0,49.0,288.7,0.0,0.0,1205.6,2021.2,0,1
0,2,20,47,3,1,0,54.2,63.2,0.0,967.4,1531.8,1194.8,0,1
3,5,66,48,3,1,0,40.5,82.7,11187.1,0.0,1253.4,1686.8,0,1
9,3,20,18,3,0,0,35.0,73.4,4074.4,0.0,2302.9,938.5,1,0
12,5,39,18,2,1,2,53.7,187.3,0.0,427.5,486.2,1951.8,1,1
1,0,24,28,3,0,3,54.3,134.7,7975.3,0.0,976.1,1879.8,1,0
10,3,32,62,4,1,1,69.5,6.0,0.0,0.0,1537.5,174.6,0,0
7,0,48,43,0,1,2,35.0,100.1,0.0,0.0,181.0,616.3,0,1
9,4,62,41,3,0,0,52.4,134.0,0.0,0.0,952.8,949.0,1,1
0,4,33,42,1,1,1,52.5,83.2,9462.6,169.8,507.1,662.7,0,1
0,5,40,34,1,0,3,42.7,288.1,15769.2,0.0,384.5,475.7,1,1
3,4,51,23,0,1,3,39.7,154.3,2679.3,0.0,700.3,1068.3,0,0
17,1,39,37,0,0,1,37.1,192.8,0.0,1325.7,1817.4,2308.4,1,0
10,2,44,18,2,1,1,64.5,53.6,9192.2,2618.4,1375.4,1203.9,0,0
12,3,28,26,1,1,3,56.6,180.3,0.0,0.0,1343.5,1211.1,1,0
0,0,47,31,3,1,0,35.0,109.8,17094.3,0.0,1105.0,2055.6,0,1
0,0,31,25,3,0,3,35.9,6.0,3325.5,0.0,553.3,1303.5,1,0
0,1,42,47,2,1,1,73.7,221.0,0.0,232.9,1659.1,1706.7,0,1
7,5,6,29,3,0,2,50.7,130.5,16755.7,534.5,1117.7,1744.9,1,0
3,5,24,35,4,1,1,35.0,252.1,4034.5,0.0,1475.2,834.2,0,1
0,4,33,32,3,0,0,50.0,79.2,15324.3,763.8,1602.0,1236.1,1,0
18,1,43,49,3,0,1,61.3,164.8,14344.1,0.0,592.2,1887.7,1,1
0,5,27,38,3,1,1,88.9,6.0,13975.2,0.0,711.6,1314.4,0,1
0,1,48,21,4,1,0,35.0,114.6,0.0,0.0,1169.6,2364.3,0,0
5,4,32,36,1,0,0,50.1,183.6,17262.8,0.0,960.3,1419.4,1,1
18,0,55,34,2,0,3,63.2,30.8,0.0,0.0,409.5,1092.5,0,1
3,2,72,42,4,1,2,76.2,59.0,13927.1,649.3,1369.2,1211.4,0,1
16,1,58,39,2,0,1,48.9,6.0,0.0,0.0,1431.5,1342.5,0,0
6,2,45,29,4,0,1,71.6,134.5,0.0,1033.9,409.1,1932.9,1,0
14,1,67,18,4,0,2,35.0,166.6,0.0,0.0,855.5,831.4,1,1
5,4,46,26,1,0,2,63.8,6.0,0.0,0.0,1104.2,1486.0,0,0
0,1,50,42,2,1,3,59.0,104.5,0.0,0.0,100.0,928.9,0,0
6,2,41,37,0,1,3,61.1,117.0,2575.2,0.0,644.2,2959.6,1,0
0,5,43,32,2,0,2,84.4,80.7,24247.0,2638.6,1072.6,1762.2,1,0
0,1,22,43,1,1,2,89.3,18.2,4769.5,2186.7,1024.7,1347.4,0,0
12,1,37,46,0,1,0,35.0,280.9,8467.4,0.0,613.9,976.4,1,0
13,5,30,36,0,0,0,75.3,135.5,0.0,0.0,127.3,912.2,1,1
2,4,42,18,1,0,2,58.7,171.6,0.0,1019.4,1099.8,1175.2,0,0
4,4,33,35,1,1,0,58.5,281.1,0.0,0.0,1019.0,828.5,0,1
0,5,34,27,2,0,2,89.3,66.9,3875.5,64.1,1440.3,1671.2,0,1
0,1,72,37,1,0,2,35.0,189.5,16360.9,3196.7,868.7,1307.8,1,0
3,5,41,36,2,1,0,35.3,77.1,15693.9,0.0,1033.8,587.0,0,1
8,0,62,31,1,1,1,47.4,222.8,14620.4,1493.6,1577.7,1664.3,1,0
0,5,60,43,3,1,0,50.1,134.8,10148.5,2018.7,1096.2,582.2,0,1
0,4,65,43,2,0,1,80.1,165.8,7994.6,2280.3,878.4,1936.3,1,1
9,3,49,47,3,0,3,72.6,143.4,5539.3,3010.9,884.5,125.7,1,1
0,5,44,31,0,0,0,46.4,100.0,5017.1,2675.6,1078.9,441.7,1,0
6,0,53,40,4,1,0,43.8,94.0,2048.7,0.0,2083.9,1315.2,0,1
0,3,72,35,3,1,0,82.2,276.3,9591.4,1853.4,253.4,1102.0,0,1
9,3,56,36,3,1,1,35.0,95.5,6302.1,0.0,493.5,2802.2,1,1
0,1,56,23,4,0,2,35.0,239.3,4992.8,0.0,682.6,1686.6,1,1
0,3,56,45,4,1,2,47.9,35.5,0.0,0.0,1073.7,1676.6,0,1
15,4,47,37,3,0,1,59.0,50.1,0.0,459.3,1537.4,3330.1,0,1
2,3,53,46,0,1,1,54.4,148.4,3894.7,0.0,1130.0,1707.0,0,1
0,5,25,30,1,1,2,65.5,52.9,8802.8,1861.2,1227.7,1566.9,0,0
6,1,42,46,0,1,0,66.0,39.6,702.5,744.7,892.4,1316.3,0,0
7,4,17,37,1,1,1,35.5,118.9,0.0,0.0,787.8,1369.9,1,0
0,5,38,25,0,1,3,51.5,55.1,3486.2,2078.1,1447.6,265.1,0,1
5,5,52,56,4,1,3,61.0,52.4,9258.9,0.0,2089.0,1387.5,0,1
0,0,37,38,1,1,3,41.7,253.7,6485.5,313.2,158.1,2770.9,0,1
1,4,55,41,3,1,1,45.8,126.8,5116.2,173.0,1038.4,994.8,0,0
0,1,34,35,1,1,1,35.0,71.6,11650.1,0.0,692.6,2007.4,1,0
2,3,72,52,4,0,3,58.5,320.5,12195.4,0.0,560.7,1145.7,1,0
9,2,51,40,0,0,1,77.0,124.5,0.0,0.0,650.0,1864.6,1,1
3,1,53,32,1,0,3,35.0,172.5,29837.2,0.0,808.9,2660.3,1,0
0,1,44,48,1,0,2,50.4,115.5,0.0,783.4,813.3,2711.2,0,0
12,5,53,23,1,0,2,35.0,70.1,21532.7,0.0,946.3,929.0,1,0
2,5,38,29,4,1,3,36.8,72.3,24666.3,957.1,554.6,100.0,0,1
0,1,57,30,4,0,0,70.8,44.1,0.0,40.1,1139.2,945.0,0,1
5,2,62,29,3,1,2,73.2,278.0,5590.5,0.0,708.3,1039.2,1,0
0,1,62,29,2,0,3,48.5,150.9,11409.3,0.0,627.9,1737.6,1,1
0,5,32,37,0,0,1,37.6,272.5,0.0,0.0,575.2,1288.6,1,1
11,4,54,34,1,1,2,77.1,152.4,13278.1,2514.8,955.8,699.1,0,1
11,1,63,51,0,1,0,54.6,124.7,16766.7,927.7,569.4,1206.1,1,0
21,0,59,50,0,0,2,40.1,69.5,2945.8,208.5,528.5,227.0,1,0
2,4,60,40,3,1,1,44.7,144.3,16774.0,0.0,932.7,1209.2,0,1
8,2,53,43,3,0,3,35.0,194.8,10951.1,0.0,671.3,1668.7,1,0
8,3,44,26,0,0,0,54.1,6.0,16650.0,0.0,797.3,1637.6,1,0
4,2,19,48,1,0,2,57.5,161.5,13512.9,0.0,2035.1,1242.2,1,0
24,2,67,36,2,1,1,55.0,26.2,0.0,1467.5,380.7,319.5,0,0
8,5,32,39,0,0,3,49.4,79.7,314.4,0.0,639.7,1465.3,1,1
12,5,41,40,2,1,0,35.0,69.3,0.0,0.0,1467.6,892.9,0,0
6,2,30,54,4,1,0,86.3,205.5,0.0,107.5,834.9,883.3,1,0
7,1,12,25,1,1,0,35.0,228.4,0.0,0.0,1905.8,1220.0,1,0
5,5,43,18,1,1,0,49.7,77.8,1229.8,0.0,801.8,1352.9,1,1
6,1,52,21,3,1,1,77.3,115.7,6417.3,0.0,991.1,965.4,1,0
8,3,42,28,4,0,0,36.1,246.4,27696.6,0.0,1504.9,1711.9,1,0
0,2,32,39,1,1,1,36.8,84.2,17985.3,606.8,1428.4,2309.0,0,1
14,2,53,37,2,1,0,47.2,60.3,2264.5,574.9,879.7,1136.5,1,0
1,1,63,49,2,1,1,43.1,137.8,0.0,0.0,322.3,1080.6,0,0
4,3,69,35,2,0,1,57.0,75.5,3996.0,0.0,1395.9,763.1,1,0
0,5,53,25,1,1,0,37.6,111.3,0.0,0.0,671.6,1904.6,0,1
4,4,55,20,1,1,2,56.9,50.7,7894.9,0.0,663.2,1115.9,0,1
0,1,39,28,0,0,0,66.7,157.7,0.0,0.0,1233.5,2070.0,1,0
5,2,56,41,0,1,2,35.0,157.8,1926.5,0.0,930.8,1837.1,0,0
2,2,45,37,0,1,1,58.4,6.0,0.0,504.3,1363.1,1355.5,0,0
3,3,39,38,0,0,1,41.8,171.1,0.0,1279.5,1025.0,100.0,1,1
9,3,72,44,2,1,0,35.0,79.4,5247.5,0.0,989.2,1955.5,1,1
1,1,27,23,4,0,1,64.7,35.8,0.0,0.0,445.0,1182.4,1,0
19,3,56,29,4,1,0,46.5,170.9,0.0,0.0,653.6,941.6,1,0
22,3,34,28,4,1,2,35.0,181.7,0.0,977.8,909.5,2585.7,0,0
12,0,59,31,3,0,1,44.7,69.6,0.0,1943.0,959.4,1081.1,1,0
2,3,34,20,4,1,3,54.8,214.3,5609.0,0.0,1821.9,1776.8,0,1
3,5,41,25,1,0,0,58.8,78.9,14061.8,186.7,1341.3,1864.9,1,0
10,1,29,23,1,0,1,55.7,107.5,18648.4,2707.4,1225.8,1680.9,1,1
0,4,37,35,3,1,2,51.4,141.1,0.0,0.0,771.9,2683.2,0,1
18,3,48,34,3,0,2,59.0,106.0,0.0,0.0,671.2,282.2,1,0
0,0,34,39,4,0,0,39.0,202.9,0.0,0.0,440.1,832.4,1,0
0,5,60,41,4,1,2,61.9,134.0,4161.2,486.8,1696.0,809.8,0,0
0,5,53,18,4,0,3,57.7,165.7,4991.0,0.0,438.2,1688.0,1,0
10,3,49,18,0,0,3,48.0,167.9,0.0,0.0,366.7,2174.8,1,1
1,0,33,31,0,1,2,36.9,160.7,11941.1,469.1,1349.8,1198.0,0,1
2,2,54,51,3,1,0,43.4,87.9,0.0,0.0,1297.7,1737.6,0,0
8,3,37,62,3,0,0,35.0,205.3,23007.5,638.6,835.5,1144.7,1,1
8,3,35,31,2,0,0,53.0,167.7,0.0,400.4,1484.0,100.0,1,1
5,2,25,28,4,1,3,35.0,8.7,6527.7,1708.3,1648.8,100.0,0,1
0,3,31,46,4,1,3,40.2,255.7,12561.3,82.2,364.6,2118.0,0,1
12,5,38,29,1,0,3,35.0,50.8,9048.6,0.0,808.1,1748.5,1,1
3,5,40,45,2,0,3,72.7,50.8,0.0,285.1,1396.3,911.5,0,0
6,3,58,30,1,0,2,51.6,136.2,22372.6,0.0,1093.0,2623.3,1,1
5,1,33,18,3,0,2,41.5,40.9,0.0,0.0,508.9,1724.6,0,1
0,4,19,31,2,1,1,50.0,72.6,0.0,588.5,316.5,487.1,0,1
8,4,65,36,2,1,3,35.0,84.2,0.0,0.0,1008.3,2631.0,0,1
0,3,36,38,2,0,2,51.9,144.8,2176.8,0.0,1036.1,1334.6,0,1
6,0,53,50,4,0,0,70.5,6.0,0.0,0.0,347.7,1951.9,0,0
1,0,46,42,0,1,0,84.0,284.9,0.0,312.6,1356.7,1296.1,0,0
1,1,45,48,2,0,3,42.5,133.0,5557.7,0.0,450.9,1575.7,1,1
8,2,25,30,0,0,1,49.0,6.0,3133.1,1328.0,964.6,2026.9,1,1
0,1,47,25,2,0,2,35.0,165.6,984.4,0.0,1649.0,424.7,0,1
14,5,66,21,2,1,0,42.8,99.4,371.5,994.3,1678.3,1972.0,0,0
7,4,43,71,4,0,3,38.4,62.5,0.0,0.0,539.4,1984.6,0,0
4,2,55,36,0,0,3,68.8,264.4,0.0,0.0,1271.8,1130.4,1,0
17,1,44,18,0,1,1,35.0,175.3,233.2,1346.8,975.8,1230.4,1,0
9,1,60,28,3,0,0,69.7,122.0,5629.4,348.6,410.9,931.5,1,1
0,0,20,41,1,0,1,40.3,22.3,12555.4,0.0,480.1,1801.6,1,0
12,5,39,27,4,0,0,46.3,202.7,0.0,0.0,570.2,2429.2,1,0
5,2,60,22,1,0,3,83.7,207.2,0.0,0.0,620.4,1907.5,1,0
3,4,68,35,0,1,1,55.1,300.2,15993.7,0.0,1011.6,1609.3,1,1
3,0,34,30,0,0,3,80.7,105.4,877.9,0.0,1584.6,565.0,0,1
1,0,44,27,0,0,0,55.6,231.1,0.0,0.0,1833.7,1913.7,1,0
8,0,41,51,3,0,3,58.3,166.4,7818.6,0.0,1098.0,2001.3,1,1
0,2,33,23,0,0,2,105.4,185.7,9992.3,92.9,689.8,2028.8,1,1
1,0,55,39,4,1,2,84.9,58.6,27588.6,939.7,739.4,2626.8,0,0
10,2,70,57,0,0,2,35.0,96.9,561.6,3191.6,1305.9,1817.1,1,0
1,5,57,47,1,1,3,38.4,42.4,6183.4,542.0,1045.7,1002.5,0,0
10,2,66,20,3,0,1,45.0,116.7,4598.7,508.8,747.4,633.6,1,0
9,1,51,41,2,1,3,70.8,176.6,12961.6,2904.0,790.5,1493.2,1,0
1,0,72,37,0,1,0,43.7,106.6,0.0,921.7,1029.1,1280.4,0,0
8,0,38,37,4,1,2,35.0,152.0,23561.2,1174.6,780.2,1024.0,1,0
0,0,37,39,2,1,3,49.3,241.4,0.0,0.0,786.6,1349.0,0,1
0,5,38,50,1,1,0,62.1,168.1,0.0,0.0,825.1,1358.0,0,1
20,2,48,32,1,0,3,53.6,97.2,7220.0,2622.1,696.1,100.0,1,1
7,0,31,20,2,0,1,74.6,6.0,3576.9,167.0,1145.9,412.5,0,0
0,2,40,29,3,0,3,75.7,6.0,15546.7,437.5,232.2,1113.3,1,1
0,2,59,33,0,0,0,50.0,6.0,0.0,1344.4,1079.1,1059.5,0,0
4,1,45,35,4,1,2,78.2,73.4,10013.4,657.7,480.1,1545.9,1,1
2,2,56,45,2,0,3,84.7,6.0,10189.1,1570.3,772.0,1105.6,1,0
12,5,58,25,3,1,0,84.9,125.8,14773.0,0.0,588.0,1390.8,1,0
0,5,19,41,3,0,0,73.7,6.0,3489.6,0.0,260.3,1700.5,1,0
0,2,41,42,4,1,0,48.6,145.6,0.0,1848.0,1139.1,1056.3,0,1
9,1,38,42,0,0,3,66.0,105.6,2258.0,0.0,1532.0,1848.3,1,1
16,4,38,18,4,1,1,61.4,137.7,1794.3,0.0,100.0,1576.9,1,0
0,5,72,36,2,1,0,37.5,95.1,11113.4,0.0,778.3,3030.0,0,0
13,4,72,43,3,1,2,50.8,268.2,2253.2,0.0,725.3,2232.2,0,0
0,4,61,37,2,1,1,54.1,67.8,16893.1,0.0,340.6,1833.0,1,1
0,3,45,36,2,1,1,62.8,129.8,6044.0,152.2,100.0,1908.5,0,1
4,0,39,43,0,1,3,70.6,171.1,9806.4,57.2,1360.0,2688.8,0,0
3,1,55,32,2,1,1,64.5,135.4,12050.4,803.3,799.3,1259.5,1,0
0,0,44,32,1,1,3,40.6,179.4,15761.7,861.3,685.1,1892.5,0,0
0,4,58,27,0,1,1,54.6,75.8,0.0,548.5,1269.9,908.4,0,0
4,3,52,28,2,0,3,51.2,123.8,0.0,0.0,667.8,1077.4,0,1
0,4,42,41,4,0,0,35.0,6.0,3920.5,777.9,517.1,893.7,0,1
10,0,72,33,0,0,0,35.0,101.8,16864.6,321.8,726.1,893.6,1,1
4,3,33,42,3,0,3,38.4,26.3,0.0,0.0,1163.9,1007.9,0,1
10,0,43,30,1,0,3,92.1,82.1,0.0,0.0,1808.1,1541.6,0,0
7,2,63,42,0,1,3,48.1,6.0,3974.5,321.2,1100.9,499.4,0,1
0,0,52,27,1,1,3,71.5,139.4,4542.6,913.5,428.0,1771.4,0,1
0,0,40,41,3,1,0,64.2,177.9,18196.9,1251.6,1143.7,2469.3,1,0
0,3,23,47,0,0,0,45.9,142.5,3469.5,430.4,659.3,1477.0,1,0
8,5,72,19,3,1,2,35.0,159.4,3030.6,2799.8,567.5,370.5,0,1
12,1,30,29,3,1,2,49.2,213.6,6578.6,0.0,1045.2,1952.3,1,0
10,3,51,33,0,1,3,86.9,55.3,2983.3,217.3,447.9,2247.3,0,1
17,4,19,47,4,0,3,40.8,106.9,18577.9,0.0,1129.6,832.6,1,1
15,5,51,20,2,1,2,35.0,244.7,11334.0,1726.4,368.2,1777.0,1,0
13,2,24,57,0,0,2,65.0,96.0,20396.1,2723.9,1194.6,1457.9,1,1
0,4,57,42,2,0,3,50.1,124.8,0.0,131.0,919.9,1375.8,0,1
6,4,62,40,3,1,0,35.4,183.9,0.0,0.0,1392.8,1738.9,0,1
0,5,55,18,1,1,1,35.4,155.4,0.0,1119.9,599.1,922.0,0,0
11,3,34,56,3,0,0,49.2,115.8,0.0,0.0,605.7,1654.6,1,1
0,2,49,33,4,1,0,46.5,126.2,0.0,0.0,1306.3,1415.4,0,1
9,3,50,27,4,1,1,37.7,6.0,23381.0,0.0,1140.6,856.6,1,1
15,5,45,41,4,1,1,45.3,6.0,21774.2,0.0,1059.0,1512.7,1,1
0,3,47,32,1,0,1,73.8,99.0,0.0,1933.6,1400.7,1867.9,0,0
5,2,61,50,0,1,0,60.5,145.2,8925.3,1607.4,1257.6,1265.3,1,0
5,2,60,32,2,1,0,69.6,259.3,3285.9,563.0,802.8,1779.4,1,0
7,2,28,36,4,0,1,82.3,103.8,0.0,1462.2,100.0,2111.9,1,0
6,2,46,38,4,1,2,59.4,6.0,0.0,0.0,1270.3,1884.8,0,0
10,0,53,52,4,1,2,54.8,6.0,1725.0,1162.5,1140.4,1284.1,0,0
5,0,34,49,4,1,0,40.9,170.0,0.0,243.3,975.1,100.0,0,0
0,0,62,35,2,0,0,40.1,113.1,0.0,838.7,738.6,1448.7,1,1
8,4,65,36,0,0,2,95.2,152.2,18430.3,2270.3,1197.0,1468.7,1,1
9,3,46,33,3,1,0,35.0,128.5,17038.7,1671.2,732.4,1367.5,1,1
13,2,47,31,4,1,3,70.1,176.2,0.0,101.9,764.3,1697.7,1,1
7,1,35,50,1,0,2,55.9,101.1,12334.0,0.0,652.7,1640.0,1,1
5,0,64,22,2,1,2,48.2,55.9,29300.8,1714.2,824.5,2497.5,1,0
0,3,37,24,1,0,1,65.7,256.3,310.4,63.1,1210.8,100.0,1,1
2,5,47,29,2,0,0,36.4,70.3,30327.9,1839.4,695.1,1697.2,1,0
0,3,58,36,1,1,3,42.8,38.7,0.0,0.0,274.5,1643.5,0,0
13,1,22,34,1,1,1,61.9,77.3,5625.0,0.0,894.4,952.0,1,0
15,0,61,53,3,0,1,41.2,53.8,0.0,0.0,1123.7,1507.9,0,1
14,2,19,33,1,1,0,57.5,148.1,0.0,132.8,1126.1,1620.1,1,0
13,1,35,42,3,0,0,60.4,43.1,0.0,851.7,1388.3,619.0,0,1
7,5,43,38,4,0,2,49.2,24.2,3700.0,3019.5,213.3,1687.8,1,1
3,2,42,43,2,1,2,35.0,29.2,4541.1,0.0,497.7,468.2,0,1
17,1,53,38,3,1,1,101.4,113.7,7686.4,406.6,1317.8,1907.8,1,0
19,4,64,26,2,0,1,73.8,6.0,0.0,0.0,1198.3,2525.8,0,1
18,2,52,29,0,1,0,45.9,119.1,18301.8,0.0,195.2,1908.4,1,0
12,5,52,34,2,0,3,63.1,38.6,0.0,2705.1,800.2,616.1,0,1
7,5,49,33,4,0,1,35.0,219.5,503.4,797.2,979.3,1559.2,1,0
0,4,31,39,2,1,0,50.8,78.0,11793.9,1704.8,627.1,2237.5,0,1
4,3,49,30,4,1,1,50.8,176.7,0.0,148.8,1131.5,1417.0,0,0
12,5,69,43,1,0,0,58.0,244.9,8795.0,0.0,100.0,2382.4,1,0
22,2,51,23,0,1,3,49.4,262.4,3059.4,0.0,1252.1,1725.1,1,0
0,4,46,26,4,0,2,67.7,72.9,494.4,0.0,1017.5,1476.6,0,1
3,3,50,35,4,1,3,35.0,6.0,0.0,1618.0,1728.2,2308.1,0,0
2,0,52,50,0,1,1,70.1,6.0,6061.6,0.0,262.4,1867.2,0,0
0,5,64,47,0,0,0,41.6,196.8,0.0,1659.7,389.9,1654.6,1,1
2,2,55,43,4,1,0,57.1,56.7,18836.5,0.0,398.0,1322.6,1,1
8,5,49,40,4,0,2,63.3,204.8,20786.1,625.2,1607.2,1880.7,1,1
7,3,30,32,3,1,0,46.4,37.6,5360.0,0.0,744.6,1567.2,1,1
11,1,57,42,0,1,0,37.4,183.9,0.0,998.9,1316.6,2180.9,1,0
4,2,47,31,4,0,2,39.5,53.3,0.0,2903.0,620.4,1769.8,0,1
6,2,54,25,4,1,2,40.4,164.2,5710.2,905.4,728.8,1770.8,1,0
0,0,24,34,2,0,1,52.0,131.0,0.0,1641.8,1392.4,1545.3,1,0
6,2,50,35,2,1,0,54.8,6.0,0.0,762.9,251.3,1484.4,0,0
6,1,70,29,3,1,2,35.0,134.3,0.0,0.0,362.3,1486.5,0,0
10,0,43,33,4,0,2,35.0,134.3,0.0,532.5,1732.3,1341.3,1,0
0,1,49,54,4,1,2,50.6,34.5,0.0,35.3,1501.9,1322.8,0,1
9,4,42,45,1,1,1,54.8,137.8,0.0,0.0,1211.0,2283.0,1,1
20,4,56,43,3,0,2,64.4,70.4,9623.1,1986.5,2125.3,1348.7,1,1
2,5,50,33,4,0,0,49.6,12.1,3060.7,0.0,1211.0,1660.7,0,0
16,5,43,38,1,0,3,41.7,6.0,0.0,425.9,1108.4,2336.8,0,0
17,5,40,36,1,0,3,43.5,6.0,0.0,0.0,1558.0,813.7,0,1
0,1,72,49,4,1,2,64.5,83.7,0.0,0.0,562.9,2277.0,0,1
0,3,72,50,0,0,0,35.0,95.0,20938.8,327.7,630.7,100.0,1,0
2,4,49,27,1,1,3,88.7,10.2,12143.9,647.7,505.0,895.7,0,0
7,5,63,32,1,0,1,42.4,200.1,8775.7,441.4,817.7,1071.7,1,1
14,3,58,26,4,0,3,42.9,196.2,22417.0,0.0,805.3,2385.5,1,0
12,5,62,44,1,1,0,35.0,34.9,0.0,852.0,1835.6,1471.5,0,0
14,4,72,23,2,1,0,36.1,161.8,1763.8,490.1,1033.5,708.3,0,1
14,3,58,25,1,0,1,71.4,171.8,0.0,2282.6,495.4,1530.6,1,1
9,3,49,48,4,1,0,75.6,166.6,2596.9,1543.3,1251.0,1447.2,0,0
6,4,50,22,1,0,2,49.2,22.0,0.0,2480.6,808.2,922.7,0,0
17,0,72,29,4,1,1,69.6,6.0,19066.5,0.0,1211.0,3016.0,0,0
0,3,25,51,2,1,3,48.9,169.2,0.0,76.1,1190.0,1366.3,0,1
6,4,57,51,0,1,1,46.9,154.6,9817.6,133.7,729.5,1547.2,1,0
11,3,55,33,3,0,3,35.0,68.8,0.0,268.2,1207.1,624.2,0,0
14,0,24,18,2,1,0,42.8,59.6,0.0,0.0,1263.3,1413.8,0,1
7,1,40,38,2,1,1,43.2,120.7,0.0,0.0,524.2,956.2,1,1
18,3,43,26,4,1,3,37.8,80.4,0.0,0.0,939.2,413.9,0,1
0,0,33,29,4,1,0,60.0,201.4,18189.0,0.0,1671.9,1566.9,0,1
0,3,52,18,4,0,3,35.0,6.0,19305.8,377.5,829.9,100.0,1,0
23,0,50,48,3,1,1,61.5,99.5,0.0,0.0,1402.7,1745.7,0,0
7,3,64,32,4,1,3,57.2,73.4,0.0,1610.8,1044.4,305.2,0,0
11,1,48,26,1,1,3,49.7,42.6,1280.8,0.0,1611.9,1007.2,0,0
4,5,56,38,0,0,0,35.0,11.0,12899.7,1561.2,1123.0,656.3,1,0
0,0,53,38,2,0,1,70.0,28.1,0.0,839.5,636.5,839.0,0,1
11,1,43,39,0,1,0,35.0,103.0,9262.2,3951.0,865.5,2442.3,1,0
3,5,46,27,2,1,1,61.6,208.6,13575.3,0.0,1840.2,1931.1,0,0
5,1,36,51,4,0,0,35.0,6.0,11944.1,2251.8,1093.2,1917.2,1,1
6,4,25,18,0,1,1,35.0,6.0,0.0,0.0,1661.0,296.0,0,0
5,2,27,28,3,0,3,53.0,107.2,0.0,2080.4,858.1,825.4,1,0
